mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
PITX1,hsa-mir-584,-0.171071549,0.000165875,0.001880038,0.587566419,2.75E-05,0.00223527,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3639508779772767,2.0276194330060755
FCF1,hsa-mir-380,0.12997555,0.004340356,0.025546544,-0.418121494,0.004738146,0.074075094,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.2812490776997758,0.687939842085599
CHCHD7,hsa-mir-17,0.313049307,2.25E-12,2.62E-10,-0.504066764,0.000485692,0.016845728,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1881414527251941,1.656091280496897
HNRNPA3,hsa-mir-203,-0.16271676,0.00034421,0.003407941,0.486861889,0.000804267,0.02365891,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2048586408024153,0.8036784341685153
ADAMTS14,hsa-mir-3662,-0.122452893,0.007232887,0.037827014,0.481195323,0.00094422,0.026328301,targetprofiler-NO,targetscan-Yes,miRanda-NO,4.211338223218301,4.929549310185258
SARM1,hsa-mir-10b,0.25895084,8.56E-09,4.09E-07,-0.397956283,0.007467517,0.097836886,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.5701519576862866,0.6278769879949845
SLC45A1,hsa-mir-196b,0.170322346,0.000177347,0.001985673,-0.404511838,0.006460169,0.089528328,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.7351123702062504,15.410180408675853
ZNF667,hsa-mir-766,0.112502047,0.013655409,0.061182514,-0.463075296,0.001548959,0.036547245,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6346980866364021,2.313785238632891
PPARD,hsa-mir-708,-0.146672501,0.001270781,0.009732898,0.505637931,0.000463212,0.016299793,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.354831588211989,2.530408166098512
ADAMTS14,hsa-mir-1307,-0.180214343,7.17E-05,0.000942727,0.426588059,0.003882037,0.065549055,targetprofiler-NO,targetscan-Yes,miRanda-NO,4.211338223218301,2.678905219483706
TRIM34,hsa-mir-133b,0.138659185,0.00232937,0.01573142,-0.413434233,0.005279519,0.079136235,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.0450204473542248,0.1501115926153282
NRP2,hsa-mir-205,-0.21154874,2.93E-06,6.42E-05,0.428300462,0.003726389,0.063937119,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.6917635325886797,2.353456768102772
CHODL,hsa-mir-607,-0.14920027,0.001043015,0.008310554,0.573001197,4.80E-05,0.003339293,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.6591979803050263,0.8212853890704449
TMEM140,hsa-mir-221,0.10979755,0.016103972,0.069275393,-0.529807924,0.000216916,0.00967181,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.241234875101122,1.3899224559511223
FAM40A,hsa-mir-17,-0.129486349,0.004490507,0.026231446,0.405545231,0.006312639,0.08829831,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.9109225627697214,1.656091280496897
ZNF385A,hsa-mir-17,-0.165040965,0.000281922,0.00289702,0.579434048,3.77E-05,0.002798734,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.14157170975551,1.656091280496897
SPRED2,hsa-mir-185,0.177956196,8.86E-05,0.001122583,-0.415115548,0.00507944,0.077321614,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0127204943890213,1.5947311250739304
C9orf66,hsa-mir-17,0.271864856,1.40E-09,8.33E-08,-0.400403182,0.007076684,0.094664338,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3750591360676249,1.656091280496897
PDPN,hsa-mir-549,-0.126142299,0.005648895,0.03130942,0.690751225,2.11E-07,5.44E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,4.279696830709005,1.6581703598225919
WDR76,hsa-mir-203,-0.21710469,1.57E-06,3.78E-05,0.686437724,2.69E-07,6.56E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.169607079433765,0.8036784341685153
CCNB1,hsa-mir-30b,0.183753067,5.12E-05,0.000712861,-0.489540389,0.000744815,0.022516337,targetprofiler-NO,targetscan-NO,miRanda-Yes,2.2934751605297787,0.7615979841493458
RUNX1,hsa-mir-429,-0.125013447,0.006096763,0.033208494,0.460312639,0.001666472,0.038236878,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.0690825143557654,1.0832961849946305
SOX6,hsa-mir-200c,0.17365762,0.000131401,0.001551057,-0.429940325,0.003582484,0.062362311,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.695268480758803,1.534260772762252
ZBED4,hsa-mir-410,0.132687436,0.003587291,0.022054324,-0.42741362,0.003806302,0.064762511,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2015091226295498,0.2946951292438931
USP47,hsa-mir-378,-0.122121872,0.007392813,0.038444207,0.717013487,4.37E-08,1.56E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8402487424817268,0.3047417390058125
SKAP1,hsa-mir-187,-0.144342785,0.00152038,0.011228994,0.446593476,0.002375058,0.048049142,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.1355175085684603,3.2880387317056092
SLC25A23,hsa-mir-93,0.233368114,2.33E-07,7.26E-06,-0.398090269,0.007445643,0.09766814,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.3587397454774598,2.8644525845689044
PYGB,hsa-mir-148a,-0.236634876,1.56E-07,5.14E-06,0.515417153,0.0003431,0.013278209,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.0737160301028525,0.6299883916170989
PTK7,hsa-mir-193b,0.183383054,5.31E-05,0.000733811,-0.447259617,0.002335326,0.047537631,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.021802052381887,3.625430163259503
PARD6G,hsa-mir-17,-0.136100892,0.002808464,0.018212981,0.507979104,0.000431447,0.015550766,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.989656889667525,1.656091280496897
ZNF568,hsa-mir-766,0.109281131,0.016612966,0.070915073,-0.496376951,0.000610494,0.019698909,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.46295522787007015,2.313785238632891
UNK,hsa-mir-378,0.121651959,0.007625272,0.03937019,-0.4586292,0.001741894,0.039376656,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.0020239131690825,0.3047417390058125
SLC44A2,hsa-mir-939,-0.121724991,0.007588721,0.039223331,0.5630959,6.91E-05,0.004340318,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.6958183487872809,2.2345780136888993
KIF1B,hsa-mir-30b,-0.139353926,0.002212826,0.015112432,0.533431709,0.000192632,0.008904291,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.5654455060039361,0.7615979841493458
NCS1,hsa-mir-150,-0.156193053,0.000594318,0.005297149,0.410489155,0.005646548,0.082501121,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.9207421322804863,1.1709859241553229
ARCN1,hsa-mir-141,-0.208131717,4.26E-06,8.82E-05,0.403508572,0.006606247,0.090787897,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.987220906232973,1.711589034246851
RRM2,hsa-mir-203,-0.156392871,0.000584638,0.005228144,0.664321417,8.79E-07,0.000165256,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.1026512282094787,0.8036784341685153
DBF4B,hsa-mir-3170,0.166936883,0.000239086,0.002534174,-0.446811522,0.002361988,0.047888767,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.389214021843403,4.3026276493486275
LRP11,hsa-mir-182,-0.146103102,0.001328036,0.010079534,0.450265822,0.002163224,0.045301051,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1490134845910696,2.623309012648329
PVRL3,hsa-mir-15b,0.219806343,1.16E-06,2.90E-05,-0.410729848,0.005615741,0.082227935,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.1660247781863249,2.0178701517077338
AMPD2,hsa-mir-150,-0.146736818,0.001264459,0.009694086,0.477385556,0.001050146,0.02826473,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.3925276833089992,1.1709859241553229
IDH3A,hsa-mir-370,-0.15169225,0.00085589,0.007102458,0.461895825,0.001598198,0.037283098,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.6525478045898542,0.674425163263217
LOC283174,hsa-mir-22,-0.107187926,0.018823059,0.077856287,0.667215969,7.57E-07,0.000147322,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9011727124943991,0.9458165039109742
SBDS,hsa-mir-378,-0.125547213,0.005881165,0.032301148,0.711219534,6.28E-08,2.08E-05,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.7638914912065615,0.3047417390058125
DHX37,hsa-mir-205,-0.132593958,0.003611139,0.022164915,0.428061234,0.003747799,0.06416979,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.2855867447905278,2.353456768102772
IQCE,hsa-mir-934,-0.103902126,0.02280952,0.089682088,0.420305283,0.004502908,0.071798483,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.132932971099711,1.0475796563207396
PIGM,hsa-mir-93,0.182024603,6.04E-05,0.000817218,-0.428362079,0.003720891,0.063885172,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.8963606483922408,2.8644525845689044
DYRK1A,hsa-mir-495,-0.162992453,0.000336202,0.003342914,0.436777572,0.003033642,0.056199751,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8468101802422405,0.3413080837429528
CD302,hsa-mir-23b,0.157337713,0.00054082,0.004912957,-0.409986302,0.005711383,0.083049697,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.4659212812745818,0.7730188912013324
ABCC1,hsa-mir-147b,-0.127996062,0.004977278,0.02840155,0.43438757,0.003216449,0.058270081,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.8918563504506174,2.358438045306628
SEMA3C,hsa-mir-222,0.136852987,0.002659058,0.017447497,-0.485329383,0.000840158,0.02435016,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.9419398107678143,1.676147675677954
MAN1A1,hsa-mir-3170,-0.161645158,0.000377056,0.003670294,0.500474178,0.00054082,0.018115975,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9125572977480269,4.3026276493486275
RAB3A,hsa-mir-1254,0.1464624,0.001291638,0.009859253,-0.411638064,0.005500809,0.081210485,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.7270786177288964,4.189280985293217
ZNF100,hsa-mir-766,0.181073421,6.61E-05,0.000880991,-0.400175011,0.007112365,0.094968027,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.7970142166649241,2.313785238632891
SLC35F2,hsa-mir-625,-0.122670359,0.007129515,0.037410439,0.818945818,1.10E-11,1.53E-08,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8837827367765784,1.0899779542328898
RSF1,hsa-mir-193b,0.134328194,0.00319131,0.020134674,-0.398335322,0.00740578,0.097347908,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.1878793283460056,3.625430163259503
RTKN2,hsa-mir-944,-0.127499276,0.005149815,0.029162881,0.422305374,0.004296468,0.069771189,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7297840642072538,2.87176017818961
NCS1,hsa-mir-651,-0.121996756,0.007454078,0.038679216,0.411473942,0.005521426,0.081376452,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.9207421322804863,1.5793257741094657
GCK,hsa-mir-760,0.160143761,0.00042801,0.004068191,-0.406046381,0.006242152,0.087683713,targetprofiler-Yes,targetscan-NO,miRanda-NO,4.364926427058485,2.50473262345014
MLF1,hsa-mir-208b,-0.119765294,0.008625698,0.043239182,0.460325251,0.001665918,0.038230369,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.7595242917517653,0.11461324394958956
SBK1,hsa-mir-183,0.353584798,1.33E-15,2.92E-13,-0.53522019,0.000181578,0.008542674,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6656960171618629,3.3582592596064034
NUDT3,hsa-mir-200c,0.157546599,0.000531553,0.004844193,-0.415098032,0.00508149,0.077338948,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0115620758444512,1.534260772762252
FXR1,hsa-mir-200c,0.123820612,0.006604423,0.03529358,-0.487200026,0.000796535,0.023511307,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0664099767611759,1.534260772762252
IL4R,hsa-mir-940,-0.166063794,0.000257994,0.002694211,0.536543427,0.000173773,0.008284295,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1500163536797392,2.3668833808990555
ULK3,hsa-mir-744,-0.141565498,0.0018764,0.013266333,0.535543803,0.00017964,0.008477359,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.527240111510503,1.684763508677515
USP5,hsa-mir-182,0.155092557,0.000650344,0.005697226,-0.403560674,0.006598591,0.090703838,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.1992427501043923,2.623309012648329
CCBL1,hsa-mir-299,-0.112241416,0.013876185,0.061916682,0.448798482,0.002245775,0.046409226,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.427234277604504,0.2002581693712025
SOCS1,hsa-let-7c,0.142403325,0.001761688,0.012618151,-0.415928687,0.004985068,0.076454032,targetprofiler-NO,targetscan-NO,miRanda-Yes,3.6939111761252645,0.32572782369903314
IDH2,hsa-mir-494,-0.104565159,0.02195082,0.087155841,0.40124108,0.00694698,0.093656962,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.48337886608264197,0.8633704825736964
VAMP7,hsa-mir-186,0.107933785,0.018007783,0.075331982,-0.52292398,0.000270804,0.011260864,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.0433206727399846,1.3306065188230083
ZNF33B,hsa-mir-942,0.247571626,3.89E-08,1.54E-06,-0.428090704,0.003745156,0.06414389,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6904578371966105,1.742381263439739
CCDC25,hsa-mir-17,0.330184096,1.13E-13,1.74E-11,-0.585947649,2.93E-05,0.002338988,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.8550160435643772,1.656091280496897
CNTF,hsa-mir-10a,-0.15222995,0.00081982,0.006862671,0.512841563,0.000371651,0.01404438,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.580441187901562,0.7226018079086478
ALDH5A1,hsa-mir-200c,0.283704032,2.45E-10,1.77E-08,-0.406121107,0.006231701,0.087591983,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6116787840799098,1.534260772762252
CPEB3,hsa-mir-433,-0.156602204,0.000574655,0.005156074,0.453359218,0.001997918,0.04302936,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.29121523091564233,0.43228814823132594
BRWD1,hsa-mir-337,-0.10912975,0.016764815,0.071400138,0.403777756,0.006566775,0.090419651,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9176287444437632,0.3364182433037595
MET,hsa-mir-141,-0.126289729,0.005592641,0.03106506,0.461869534,0.001599312,0.037291115,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.137251991736163,1.711589034246851
PWP1,hsa-mir-496,0.138354774,0.00238218,0.016009032,-0.449787235,0.002189849,0.045634581,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.297873062016848,0.5219513074408845
ATAD3A,hsa-mir-150,-0.130629444,0.004146743,0.024664229,0.54390909,0.000135615,0.006967321,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.4146267659868599,1.1709859241553229
ZNF282,hsa-mir-454,-0.133734514,0.003329757,0.020813463,0.44904448,0.002231745,0.04621717,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.3744766623333917,2.939382084870714
STIM1,hsa-mir-625,-0.176830256,9.83E-05,0.001222718,0.451095341,0.002117751,0.044688201,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6886258043770911,1.0899779542328898
DNMT3A,hsa-mir-17,0.109712649,0.016186702,0.069540158,-0.459281478,0.001712319,0.038939307,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.372314175180761,1.656091280496897
HLF,hsa-mir-320a,0.182983706,5.52E-05,0.000757207,-0.408148557,0.005953865,0.085241909,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.23918425254402026,1.8836250922830218
MPP2,hsa-mir-15a,0.149855581,0.000990455,0.007977509,-0.406021247,0.006245671,0.087712821,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.3319377581892538,1.5958771359842026
NPTN,hsa-mir-148a,-0.121383548,0.007760962,0.039900007,0.579433959,3.77E-05,0.002798734,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.0780232534414584,0.6299883916170989
RASSF6,hsa-mir-96,-0.113076887,0.013179376,0.059601683,0.520077408,0.000296418,0.011979509,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.6821484071083529,3.1608819654514546
TP53,hsa-mir-30a,0.244061321,6.12E-08,2.29E-06,-0.530085995,0.000214958,0.009608777,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9803033687651278,0.2978128265525675
ZSCAN12,hsa-mir-93,0.106932238,0.019109857,0.078728448,-0.498820867,0.000568026,0.018735273,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0605733011386878,2.8644525845689044
ANAPC16,hsa-mir-17,0.171620479,0.000157915,0.001804886,-0.419042438,0.004637666,0.073124406,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7067685357450758,1.656091280496897
ABHD12,hsa-mir-584,-0.179918056,7.37E-05,0.000964935,0.465623945,0.001447129,0.034959939,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.9892049904749294,2.0276194330060755
LPAR3,hsa-mir-141,-0.213590804,2.34E-06,5.29E-05,0.429472919,0.003622996,0.062804927,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.8693257012907374,1.711589034246851
RPP14,hsa-mir-766,0.137880676,0.002466605,0.016454305,-0.453284654,0.002001768,0.043074189,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6104389911429999,2.313785238632891
DOK1,hsa-mir-2355,-0.178735181,8.24E-05,0.001057392,0.524273163,0.000259376,0.010934389,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.4083901995341426,3.0944151394195316
SLC45A4,hsa-mir-17,0.150492926,0.000941691,0.007663645,-0.418190208,0.004730584,0.07400663,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.0766953749168242,1.656091280496897
RANBP17,hsa-mir-942,0.221130336,9.94E-07,2.54E-05,-0.469296042,0.001310864,0.032725136,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.2670413070025444,1.742381263439739
PPIP5K2,hsa-mir-25,0.128144787,0.004926648,0.02817771,-0.40997269,0.005713147,0.083064154,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8711858910596617,1.8292872712418002
GLCE,hsa-mir-3653,0.178777543,8.20E-05,0.001053943,-0.413907311,0.00522254,0.078637558,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7437142344621387,1.40971636294668
NBEAL2,hsa-mir-937,-0.105018523,0.021379932,0.085492476,0.443780172,0.002549509,0.050274262,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.40496969572068425,5.453395739176585
ZNF747,hsa-mir-942,0.131735434,0.003836976,0.023226035,-0.489922292,0.000736666,0.022355195,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.9967313344240928,1.742381263439739
MPP6,hsa-mir-221,-0.10855298,0.017354555,0.073285356,0.40396964,0.006538763,0.090199283,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.582854450797905,1.3899224559511223
SUCLG2,hsa-mir-155,0.212734049,2.57E-06,5.74E-05,-0.414438989,0.005159143,0.07802657,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.4607935182329092,1.5873757045700738
LONRF2,hsa-mir-183,0.239915339,1.03E-07,3.61E-06,-0.557399832,8.48E-05,0.005009274,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.2300703835329156,3.3582592596064034
DCUN1D5,hsa-mir-150,-0.113135951,0.013131303,0.059442792,0.4493279,0.002215675,0.045994364,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.026585188002494,1.1709859241553229
DCK,hsa-mir-203,-0.18953802,2.92E-05,0.000446085,0.520553867,0.000291984,0.011855063,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.3004627439879075,0.8036784341685153
FDX1,hsa-mir-766,0.101525009,0.026131572,0.099037182,-0.397042974,0.007618102,0.099006288,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.7291716087805101,2.313785238632891
FOXP2,hsa-mir-25,0.137934439,0.002456896,0.016402391,-0.401828845,0.006857229,0.092943669,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.6915271125196168,1.8292872712418002
AURKB,hsa-mir-30d,0.150801752,0.000918869,0.007514804,-0.439476016,0.002838273,0.05389188,targetprofiler-NO,targetscan-NO,miRanda-Yes,3.628616579592653,0.8102884862034182
ESR1,hsa-mir-141,0.164378726,0.000298503,0.003034836,-0.464205277,0.001503052,0.035855792,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1147837711828927,1.711589034246851
NECAP2,hsa-mir-95,0.120527463,0.008208264,0.041640482,-0.531371605,0.000206116,0.00933891,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.1816724944509336,0.5315224062109871
RAD21,hsa-mir-25,0.157655393,0.000526786,0.004809805,-0.618415849,7.69E-06,0.000866324,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,1.6226231958489636,1.8292872712418002
THSD4,hsa-mir-15b,-0.101440532,0.026256929,0.099395075,0.426448594,0.003894961,0.065694005,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.29661072849966413,2.0178701517077338
LYPD3,hsa-mir-708,-0.163668794,0.000317286,0.003188999,0.486891377,0.00080359,0.023649651,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.47094482905237073,2.530408166098512
LZTFL1,hsa-mir-942,0.158379925,0.000496035,0.004582698,-0.441450952,0.002702386,0.05220152,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6740429029522296,1.742381263439739
RAD54L,hsa-mir-30d,0.256705675,1.16E-08,5.36E-07,-0.411186606,0.005557682,0.081699131,targetprofiler-NO,targetscan-NO,miRanda-Yes,3.487908550354442,0.8102884862034182
ARL2BP,hsa-mir-27b,-0.146751256,0.001263044,0.009684851,0.435266532,0.003148125,0.057520908,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.134876270518066,0.6387395768402246
ARAF,hsa-mir-221,0.535549445,0,0,-0.488356241,0.000770595,0.023007264,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.8677004594447766,1.3899224559511223
RALGPS1,hsa-mir-25,0.31263385,2.42E-12,2.80E-10,-0.429739013,0.003599884,0.062548278,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.5633146006758717,1.8292872712418002
RSBN1L,hsa-mir-93,0.139841803,0.002134194,0.014685289,-0.459264014,0.001713105,0.038948884,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9130115542679746,2.8644525845689044
THAP9,hsa-mir-495,-0.102600945,0.024579544,0.09469572,0.588368617,2.67E-05,0.002181113,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.7926761297218933,0.3413080837429528
MYO16,hsa-mir-203,0.150345084,0.000952801,0.007736115,-0.565661545,6.30E-05,0.004060471,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.648881240773463,0.8036784341685153
ZNF276,hsa-mir-944,-0.134590499,0.003131822,0.019843114,0.413581714,0.005261698,0.078986892,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.949047746436796,2.87176017818961
DYRK1A,hsa-mir-380,-0.122972771,0.006987961,0.036851098,0.443033614,0.002597657,0.050884879,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8468101802422405,0.687939842085599
UTP14C,hsa-mir-185,0.105136334,0.021233708,0.085056208,-0.525590639,0.00024864,0.010628509,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.7811639124723223,1.5947311250739304
RCOR3,hsa-mir-200a,0.169473005,0.00019125,0.002112397,-0.425541773,0.003979914,0.066535973,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.7629235865435094,1.5102730352246185
CEP63,hsa-mir-299,-0.102953267,0.024088934,0.093307266,0.539146281,0.0001593,0.007797108,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9310060473677387,0.2002581693712025
PRC1,hsa-mir-363,0.278443444,5.38E-10,3.55E-08,-0.415839264,0.004995371,0.07654251,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.302768950178888,1.5673658659167138
N4BP1,hsa-mir-940,-0.130704483,0.004125031,0.024564017,0.459762885,0.001690778,0.038624376,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.190152628113267,2.3668833808990555
TMED7,hsa-mir-148a,-0.112432076,0.013714374,0.061376105,0.486440717,0.000813992,0.023841696,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9463739922139187,0.6299883916170989
ZNF473,hsa-mir-31,-0.164317568,0.000300079,0.003047862,0.524406706,0.000258269,0.010906142,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.3640069066140208,6.505465692748853
ATMIN,hsa-mir-17,-0.223542446,7.52E-07,2.00E-05,0.402983363,0.006683853,0.091442846,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.9189358618127553,1.656091280496897
SLITRK6,hsa-mir-584,0.149796614,0.000995083,0.008006502,-0.483623665,0.000881783,0.025155165,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8924213889059238,2.0276194330060755
PINK1,hsa-mir-612,-0.139950266,0.002117064,0.01459387,0.592012931,2.31E-05,0.001958925,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.46577460084787453,1.7451278274183726
SEC23IP,hsa-mir-1245,0.104738897,0.021730501,0.086516456,-0.477201178,0.001055531,0.028368289,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.9258856864799504,2.307466478686427
EYA2,hsa-mir-378,0.186221804,4.04E-05,0.0005846,-0.462434635,0.001575535,0.036938146,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.30425339467756374,0.3047417390058125
MAPK4,hsa-mir-17,0.180155793,7.21E-05,0.000947158,-0.431649607,0.003437694,0.060796782,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.40764292514570843,1.656091280496897
CDADC1,hsa-mir-942,0.104897109,0.021531542,0.085938796,-0.462189253,0.001585821,0.037094254,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.8898290798526852,1.742381263439739
PAK7,hsa-mir-944,0.153385435,0.000747014,0.006370281,-0.458435379,0.001750768,0.039527831,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0663618833340607,2.87176017818961
SASS6,hsa-mir-203,-0.147173555,0.001222287,0.00943538,0.59955454,1.70E-05,0.00156218,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.80052295106824,0.8036784341685153
GRINL1A,hsa-mir-589,0.164180322,0.000303645,0.003077109,-0.446144451,0.002402175,0.048432391,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9639662736199883,1.9313255717156648
MCM10,hsa-mir-203,-0.188104117,3.36E-05,0.000501711,0.697429862,1.44E-07,4.04E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.6899333114910853,0.8036784341685153
FANCA,hsa-mir-378c,0.106500265,0.019603046,0.080207392,-0.434556537,0.003203215,0.058120876,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.712209951853068,0.2174535142158822
CHRFAM7A,hsa-mir-17,0.153045856,0.000767764,0.00651201,-0.469983549,0.001286659,0.032331021,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.9865729484145742,1.656091280496897
NGLY1,hsa-mir-487a,-0.117213087,0.01016462,0.048986312,0.416487688,0.00492108,0.075822024,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7226619735953401,0.7692310038798872
